Date,Start Date,End Date,Portfolio name,Campaign Type,Campaign Name,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACoS) ","7 Day Total Sales "
"Jul 7, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2516,4,0.16%,$2.88,$0.72,0,0.00%,$0.0
"Jul 7, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1231,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 7, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1037,3,0.29%,$1.56,$0.52,0,0.00%,$0.0
"Jul 7, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2028,18,0.89%,$10.3,$0.5722222,0,0.00%,$0.0
"Jul 8, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,996,2,0.20%,$1.46,$0.73,0,0.00%,$0.0
"Jul 8, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2918,18,0.62%,$10.14,$0.5633332999999999,0,0.00%,$0.0
"Jul 8, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1601,1,0.06%,$0.38,$0.38,0,0.00%,$0.0
"Jul 8, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,572,1,0.18%,$0.1,$0.1,0,0.00%,$0.0
"Jul 9, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,580,3,0.52%,$1.27,$0.42333329999999997,0,0.00%,$0.0
"Jul 9, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1445,1,0.07%,$0.51,$0.51,0,0.00%,$0.0
"Jul 9, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,933,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 9, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2503,19,0.76%,$9.92,$0.5221053,0,0.00%,$0.0
"Jul 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,843,2,0.24%,$0.64,$0.32,0,0.00%,$0.0
"Jul 10, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3256,22,0.68%,$10.05,$0.4568182,1,19.71%,$50.99
"Jul 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,522,1,0.19%,$0.55,$0.55,0,0.00%,$0.0
"Jul 10, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1514,5,0.33%,$3.38,$0.6759999999999999,0,0.00%,$0.0
"Jul 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,705,1,0.14%,$1.0,$1.0,0,0.00%,$0.0
"Jul 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1141,3,0.26%,$1.12,$0.3733333,0,0.00%,$0.0
"Jul 11, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,596,1,0.17%,$0.48,$0.48,0,0.00%,$0.0
"Jul 11, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,6191,19,0.31%,$11.26,$0.5926316,0,0.00%,$0.0
"Jul 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,931,1,0.11%,$0.19,$0.19,0,0.00%,$0.0
"Jul 12, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3474,17,0.49%,$10.1,$0.5941176,0,0.00%,$0.0
"Jul 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,476,2,0.42%,$1.18,$0.59,0,0.00%,$0.0
"Jul 12, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,570,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,913,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1109,1,0.09%,$0.49,$0.49,0,0.00%,$0.0
"Jul 13, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,533,1,0.19%,$0.16,$0.16,0,0.00%,$0.0
"Jul 13, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3068,17,0.55%,$10.1,$0.5941176,0,0.00%,$0.0
"Jul 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1434,4,0.28%,$2.28,$0.57,0,0.00%,$0.0
"Jul 14, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2617,18,0.69%,$10.07,$0.5594444,1,20.14%,$49.99
"Jul 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,885,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 14, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,979,2,0.20%,$1.46,$0.73,0,0.00%,$0.0
"Jul 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1579,1,0.06%,$0.17,$0.17,0,0.00%,$0.0
"Jul 15, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,4343,16,0.37%,$9.81,$0.613125,0,0.00%,$0.0
"Jul 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,4161,5,0.12%,$3.3,$0.66,0,0.00%,$0.0
"Jul 15, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2419,5,0.21%,$3.53,$0.706,0,0.00%,$0.0
"Jul 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2609,1,0.04%,$0.17,$0.17,0,0.00%,$0.0
"Jul 16, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1815,17,0.94%,$11.02,$0.6482353000000001,0,0.00%,$0.0
"Jul 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1764,2,0.11%,$1.52,$0.76,0,0.00%,$0.0
"Jul 16, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1222,1,0.08%,$0.84,$0.84,1,2.33%,$35.99
"Jul 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,144,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 17, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2409,17,0.71%,$9.68,$0.5694118,0,0.00%,$0.0
"Jul 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,333,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 17, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,446,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,893,1,0.11%,$0.89,$0.89,0,0.00%,$0.0
"Jul 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1387,2,0.14%,$1.04,$0.52,0,0.00%,$0.0
"Jul 18, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,5587,20,0.36%,$10.16,$0.508,1,19.93%,$50.99
"Jul 18, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,613,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 19, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,3120,13,0.42%,$5.79,$0.4453846,1,11.36%,$50.99
"Jul 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1637,3,0.18%,$1.74,$0.58,0,0.00%,$0.0
"Jul 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,936,1,0.11%,$0.38,$0.38,0,0.00%,$0.0
"Jul 19, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,508,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1432,5,0.35%,$3.53,$0.706,0,0.00%,$0.0
"Jul 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2217,3,0.14%,$1.56,$0.52,0,0.00%,$0.0
"Jul 20, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,809,1,0.12%,$0.56,$0.56,0,0.00%,$0.0
"Jul 20, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1829,14,0.77%,$5.87,$0.4192857,0,0.00%,$0.0
"Jul 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3170,4,0.13%,$2.48,$0.62,0,0.00%,$0.0
"Jul 21, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2407,12,0.50%,$5.87,$0.4891667,0,0.00%,$0.0
"Jul 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1454,4,0.28%,$2.63,$0.6575,0,0.00%,$0.0
"Jul 21, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1975,2,0.10%,$1.42,$0.71,0,0.00%,$0.0
"Jul 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2056,5,0.24%,$3.67,$0.7340000000000001,0,0.00%,$0.0
"Jul 22, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2898,12,0.41%,$5.55,$0.4625,0,0.00%,$0.0
"Jul 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1271,5,0.39%,$2.78,$0.556,1,4.22%,$65.89
"Jul 22, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3664,8,0.22%,$5.14,$0.6425,0,0.00%,$0.0
"Jul 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3292,4,0.12%,$1.55,$0.3875,0,0.00%,$0.0
"Jul 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1806,2,0.11%,$0.64,$0.32,0,0.00%,$0.0
"Jul 23, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1992,12,0.60%,$5.8,$0.48333329999999997,0,0.00%,$0.0
"Jul 23, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1255,4,0.32%,$1.9,$0.475,0,0.00%,$0.0
"Jul 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2416,4,0.17%,$2.28,$0.57,0,0.00%,$0.0
"Jul 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3611,2,0.06%,$1.17,$0.585,0,0.00%,$0.0
"Jul 24, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1700,10,0.59%,$5.51,$0.551,0,0.00%,$0.0
"Jul 24, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1226,1,0.08%,$0.14,$0.14,0,0.00%,$0.0
"Jul 25, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2391,9,0.38%,$5.06,$0.5622222,0,0.00%,$0.0
"Jul 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1358,1,0.07%,$0.3,$0.3,0,0.00%,$0.0
"Jul 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1307,5,0.38%,$2.98,$0.596,0,0.00%,$0.0
"Jul 25, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2391,4,0.17%,$3.1,$0.775,0,0.00%,$0.0
"Jul 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,954,1,0.11%,$0.18,$0.18,0,0.00%,$0.0
"Jul 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1770,1,0.06%,$0.79,$0.79,0,0.00%,$0.0
"Jul 26, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1294,7,0.54%,$3.56,$0.5085714,0,0.00%,$0.0
"Jul 26, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2330,5,0.22%,$3.8,$0.76,0,0.00%,$0.0
"Jul 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2870,1,0.04%,$0.85,$0.85,0,0.00%,$0.0
"Jul 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1174,3,0.26%,$0.88,$0.2933333,0,0.00%,$0.0
"Jul 27, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1571,5,0.32%,$2.95,$0.59,0,0.00%,$0.0
"Jul 27, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1058,6,0.57%,$3.12,$0.52,0,0.00%,$0.0
"Jul 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3568,5,0.14%,$3.91,$0.782,0,0.00%,$0.0
"Jul 28, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,982,7,0.71%,$3.19,$0.4557143,0,0.00%,$0.0
"Jul 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2307,4,0.17%,$3.26,$0.815,0,0.00%,$0.0
"Jul 28, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1813,2,0.11%,$1.27,$0.635,0,0.00%,$0.0
"Jul 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2673,4,0.15%,$3.45,$0.8625,0,0.00%,$0.0
"Jul 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1411,2,0.14%,$1.53,$0.765,0,0.00%,$0.0
"Jul 29, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1957,2,0.10%,$1.75,$0.875,0,0.00%,$0.0
"Jul 29, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1520,5,0.33%,$2.74,$0.5479999999999999,0,0.00%,$0.0
"Jul 30, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3160,4,0.13%,$1.77,$0.4425,1,4.92%,$35.99
"Jul 30, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1386,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Jul 30, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1336,1,0.08%,$0.7,$0.7,0,0.00%,$0.0
"Jul 30, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1221,6,0.49%,$2.86,$0.47666670000000005,0,0.00%,$0.0
"Jul 31, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2295,3,0.13%,$2.29,$0.7633333,0,0.00%,$0.0
"Jul 31, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,880,4,0.46%,$3.17,$0.7925,0,0.00%,$0.0
"Jul 31, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1063,2,0.19%,$0.84,$0.42,0,0.00%,$0.0
"Jul 31, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2612,7,0.27%,$3.3,$0.4714286,0,0.00%,$0.0
"Aug 1, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,725,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Aug 1, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1914,6,0.31%,$3.12,$0.52,0,0.00%,$0.0
"Aug 1, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1028,1,0.10%,$0.86,$0.86,0,0.00%,$0.0
"Aug 1, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1779,5,0.28%,$1.96,$0.392,0,0.00%,$0.0
"Aug 2, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1249,6,0.48%,$2.09,$0.34833329999999996,0,0.00%,$0.0
"Aug 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2414,3,0.12%,$2.33,$0.7766666999999999,0,0.00%,$0.0
"Aug 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,1171,4,0.34%,$2.83,$0.7075,0,0.00%,$0.0
"Aug 2, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1345,4,0.30%,$2.33,$0.5825,0,0.00%,$0.0
"Aug 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,830,4,0.48%,$2.82,$0.705,1,7.84%,$35.99
"Aug 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,865,4,0.46%,$2.56,$0.64,0,0.00%,$0.0
"Aug 3, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1324,5,0.38%,$2.08,$0.41600000000000004,0,0.00%,$0.0
"Aug 3, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,848,4,0.47%,$2.08,$0.52,0,0.00%,$0.0
"Aug 4, 2019","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1090,8,0.73%,$3.37,$0.42125,0,0.00%,$0.0
"Aug 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1803,5,0.28%,$3.38,$0.6759999999999999,0,0.00%,$0.0
"Aug 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1518,3,0.20%,$2.58,$0.86,0,0.00%,$0.0
"Aug 4, 2019","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,532,3,0.56%,$2.0,$0.6666667,0,0.00%,$0.0
